"","AL0002_S124","AL0003_S134","AL0004_S144","CH0001_S154","CH0002_S83","CH0006_S93","CH0012_S103","CH0016_S114","CH0018_S125","CH0019_S135","CH0020_S145","CH0022_S155","CH0023_S84","CH0030_S94","CH0035_S104","CH0038_S115","CH0039_S126","CH0050_S136","CH0055_S146","DU0002_S32","DU0004_S42","DU0005_S52","DU0007_S62","DU0010_S72","DU0012_S82","DU0013_S11","DU0017_S22","DU0019_S112","DU0034_S123","DU0038_S133","DU0047_S143","DU0058_S153","DU0059_S163","DU0063_S92","DU0064_S102","DU0071_S113","DU0074_S29","DU0076_S26","DU0077_S3","DU0083_S1","DU0087_S4","DU0089_S14","DU0099_S24","IT103_S55","IT11_S34","IT148_S66","IT173_S76","IT197_S5","IT202_S15","IT222_S25","IT226_S35","IT230_S45","IT236_S56","IT254_S67","IT257_S77","IT261_S6","IT271_S16","IT309_S26","IT311_S36","IT315_S46","IT323_S57","IT337_S68","IT338_S78","IT339_S7","IT361_S17","IT381_S27","IT52_S44","IT85_S58","KL0002_S156","KL0003_S85","KL0004_S95","KL0006_S105","KL0007_S116","KL0008_S127","KL0009_S137","KL0010_S147","KL0011_S157","KL0012_S10","KL0013_S86","KL0014_S96","KL0016_S106","KL0017_S117","KL0018_S128","KL0019_S138","KL0020_S37","KL0021_S148","KL0022_S158","KL0023_S87","KL0024_S97","KL0025_S107","KL0026_S118","KL0027_S129","KL0028_S139","KL0029_S149","KL0031_S159","KL0035_S88","KL0036_S98","KL0037_S108","KL0039_S119","KL0040_S130","KL0041_S140","KL0042_S150","KL0043_S160","SBE0003_S40","SBE0004_S51","SBE0006_S62","SBE0007_S72","SBE0008_S1","SBE0009_S11","SBE0010_S21","SBE0011_S31","SBE0012_S41","SBE0015_S52","SBE0018_S63","SG0001_S89","SG0002_S99","SG0003_S109","SG0006_S120","SG0012_S131","SG0024_S141","SG0025_S151","SG0028_S161","SG0031_S90","TBE0001_S73","TBE0002_S2","TBE0003_S12","TBE0004_S22","TBE0005_S32","TBE0006_S42","TBE0007_S53","TBE0008_S64","TBE0009_S74","TBE0010_S3","TBE0011_S13","TBE0012_S23","TBE0013_S33","TBE0014_S43","TBE0015_S133","TBE0016_S142","TBS002_S63","TBS006_S66","TBS011_S40","TBS035_S33","TBS150_S43","TBS153_S71","TBS160_S28","TBS165_S41","TBS277_S78","TBS349_S69","TBS365_S81","TBS385_S73","TBS387_S47","TBS396_S4","TBS425_S56","TBS435_S44","TBS442_S70","TBS461_S37","TBS466_S7","TBS467_S17","TBS468_S59","TBS469_S60","TBS479_S75","TBS480_S80","TBS488_S21","TBS516_S25","TBS524_S49","TBS556_S34","TBS559_S20","TBS587_S9","TBS596_S14","TBS656_S45","TBS663_S5","TBS664_S8","TBS668_S51","TBS670_S12","TBS671_S67","TBS672_S48","TH0007_S20","TH0008_S30","TH0016_S54","TH0017_S65","TH0019_S75","TT0003_S100","TT0005_S110","TT0006_S121","TT0009_S132","TT0010_S142","TT0011_S152","TT0012_C1","TT0014_S162","TT0015_S91","TT0016_C1","TT0017_S101","TT0018_S111","TT0019_S122","TT0021_S48","TT0025_S1","TT0029_S64","TT0030_S59","TT0031_S69","TT0033_S79","TT0034_S8","TT0038_S18","TT0040_S47","TT0042_S28","TT0043_S38","TT0045_S49","TT0048_S60","TT0049_S70","TT0051_S80","TT0053_S9","TT0059_S19","TT0060_S29","TT0061_S39","TT0062_S50","TT0063_S61","TT0065_S71","TT0067_S81","TT0069_S10","TTS1106_S54","TTS1108_S15","TTS1111_S53","TTS1115_S50","TTS1116_S57","TTS1118_S65","TTS1120_S38","TTS1122_S79","TTS1123_S10","TTS1131_S31","TTS1134_S35","TTS1141_S18","TTS1146_S76","TTS1149_S46","TTS1160_S6","TTS1170_S27","TTS1188_S58","TTS1189_S61","TTS1194_S68","TTS1200_S77","TTS1203_S39","TTS1204_S2","TTS1205_S19","TTS1210_S64","TTS1212_S36","TTS1214_S16","TTS1223_S23","TTS1263_S30","TTS1272_S24","TTS1301_S13","TTS1320_S74","TTS1330_S55"
"k141_2363459.concoct_part_0",0,0,0,14.5237350746932,0,0,15.1867303726726,0,0,0,0,0,0,0,23.2802930492659,0,0,0,0,0,0,17.0388683350976,0,17.2366528957934,0,0,15.4481650626534,75.8080724073469,30.5902302639827,0,0,21.4799300483539,62.7754810776591,28.3213828191004,5.58061777340421,0,0,16.4101585656762,8.20745279370012,0,3.28982565583268,0,14.3923060491033,0,0,0,0,0,15.6206620520121,0,0,0,0,0,0,0,0,21.423294912588,37.2477507045756,0,0,0,0,0,12.1428867266792,0,0,0,0,17.2988611248104,0,0,13.8402924315706,0,0,32.7466060389351,36.3268115792364,0,0,0,19.1641501363221,0,2.17216346156496,0,4.22957097854254,0,0,0,0,0,0,23.4295411097284,0,0,20.324660959209,0,0,0,0,0,0,0,0,31.0753635567547,0,24.2192820607141,0,0,0,16.5809609910353,0,0,0,16.1060130139096,0,0,0,0,0.809623665096821,51.9810776553581,0,0,0,0,60.838572693646,0,0,0,3.28606288909276,0,0,17.0966385551936,0,0,93.6702857265703,18.7437103216127,0,43.9074301491465,0,50.8177077783449,40.4126515057142,17.2787630271373,0,0,37.3995997208041,0,0,0,108.734418236434,0,0,0,0,0,0,20.8706048081326,0,0,0,0,0,0,0,5.47974595477744,22.9314704585034,0,0,0,0,0,0,11.0172409014497,0,0,56.0783021852563,0,0,0,0,17.231301676638,0,40.7169916274903,9.94295698754621,0,0,0,0,5.12635208627711,0,0,0,0,0,6.53916074708414,0,57.2961973516997,0,0,7.60969745796156,0,17.7790328943845,4.31125484846008,21.5436353004197,0,0,0,0,0,0,0,0,22.7449223393984,0,5.69373174137862,0,0,0,28.9015402793746,0,3.52630541113567,0,0,0,0,26.0823770611888,0,0,3.05326225352014,0,0,0,0,0,0,0,0,0,0,0,0,13.5147688643966,0,5.59251309021506,0,66.7657045125217,0,0,26.2246315250841,0,15.1556231217058,0
"k141_4232716.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.965687235712,0,0,0,0,0,0,0,6.02058431463628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_3829986.concoct_part_0",0,0,0,17.8257506031871,11.1870290877523,0,0,0,0,0,0,0,0,0,4.7621897963472,0,0,0,0,0,0,0,0,0.459901273410231,0,0,1.7775330536587,0,14.6915266480491,0,0,9.41552062504905,1.35171365672461,8.69008392597204,6.84938826884502,0,0,3.35684303941213,0,0,0,12.8234083675398,4.41611019680273,0,0,0,0,0,0,6.09966332504251,0,0,0,9.07454406845215,0,0,11.3483322518123,0,0,0,0,0,0,0,12.419674259602,7.09452936249718,0,0,0,0,0,0,8.49346259386951,0,0,24.1149881631206,3.7154852619418,0,0,0,0,0,17.9955773475994,0,0,17.3734368452342,0,0,0,0,18.9327928709611,0,0,0,8.31517823502773,0,0,0,0,0,0,0,0,0,0,3.30284553435564,7.7969465563277,0,0,24.5904208471858,0,0,0,0,0,0,0,0,150.296229321355,10.6331890706713,0,0,0,0,1.96501073716744,0,81.6603670326076,0,2.01657966170914,5.77748503082256,0,13.1147572176846,0,0,7.83862576908467,0,16.5302205276427,5.02972572650431,0,6.23712688522414,19.8402365025126,11.9290176985449,0,0,11.4756282363571,0,0,0,0,0,0,0,0,0,0,0,0,8.90367119341226,0,10.6202752644935,0,0,0,0,10.945281785634,0,0,24.2583336642529,0,0,0,0,0,0,0,0,0,0,0,24.0958673204572,0,0,0,0,5.77098028881118,0,0,29.8862584789444,0,0,0,0,0,21.7844741984828,0,0,1.33676794648218,0,0,0,4.67596078386665,7.93714770892576,0,0,0,0,0,0,0,0,0,0,2.53932623312382,0.249579251532781,0,5.83319060706853,8.43589176484857,0,0,0,0,0,0,0,16.0061425742049,0,0,13.116007633101,0,0,24.7918866103809,0,0,0,0,11.6918200985523,5.41283653981011,0,0,0,0,15.3717361812499,53.8823059747741,0,0,0,0,0,0,0,0
"k141_3830008.concoct_part_0",0,0,0,37.8844540630413,79.2513592669482,0,2.9710383703594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586447405909371,0,0,3.77772980313271,0,34.3457353737407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2237203632602,0,7.75354902875401,0,0,11.5714896575358,0,0,7.23546595242471,0,0,0,15.2025634011417,0,0,0,79.8188009282636,0,0,0,0,0,0,0,0,0,0,23.062839357235,4.73783574766635,0,0,0,0,0,20.8224852090699,0,0,0,6.30492707238361,0,0,0,36.2134915939578,10.4768253304946,0,0,35.7857231170136,0,0,0,0,0,0,0,0,24.317570730332,0,27.3757532327901,76.5560892452274,0,0,189.22149512023,0,0,0,0,0,0,0,0,2.53423657682847,42.6140326713393,0,0,0,0,30.0684216206026,0,7.15396809305178,0,2.57146039768415,14.7344280387928,0,0,0,0,0,22.0014240861035,77.6899372933734,10.0786741876113,0,0,12.6497314774211,23.6621752545519,0,0,73.1662728447042,0,0,0,0,0,0,0,0,0,0,0,15.8450429630674,0,0,0,0,0,0,0,26.9170296498734,0,0,0,0,0,0,0,0,0,35.1066033988325,0,0,0,0,192.756355033647,0,0,15.561430801716,13.7572057172259,25.7562180289508,5.268579653734,0,42.1212935063179,0,0,0,0,0,30.3372380654673,0,22.4181501390055,10.2275528228598,0,11.9097146414678,0,1.98753169457343,15.1816920935127,0,0,0,0,10.8542518375172,0,0,0,0,0,0,1.27301325821418,0,9.91766334058063,10.7571062053024,22.6164771548252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6175212964969,0,0,0,0,0,0,16.6300890754276,0,0,0,0,0,0,0,0
"k141_157605.concoct_part_1",0,0,0,0,0,0,0,24.1730050992457,0,0,0,0,0,0,4.40515100981168,0,0,0,102.010235317369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7004017694694,4.83504654324582,0,0,0,0,2.38087210997816,0,0,0,0,0,0,0,0,0,0,0,0,128.372123256415,0,0,0,0,0,0,0,0,160.389368653869,0,0,73.7089914186408,0,0,118.857067406441,0,0,0,115.298756919219,0,0,128.855094654809,0,0,0,0.807860753448952,0,0,0,0,0,129.962415772323,0,0,0,0,0,0,0,0,0,0,1.36230316195287,0,0,0,0,0,0,0,0,0,0.040448973013707,0,0,0,0,0,0,1.40026836053251,0,0,0,122.042192015798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.022908237407,0,0,0,0,0,0,0,0,0,0.117843347906723,0,0,0,0,0,0,0.800997574402904,0.543857090030583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_3830408.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,66.118096636416,0,0,0,0,0,0,0,19.8242667715666,168.648066696599,0,37.544199706758,0,0,9.16481219047209,11.9930834213171,5.61098416472099,0,0,10.5182218163182,32.5235068215282,7.46755800471565,29.4290622680597,25.3656458603817,0,14.4230023110692,98.1047866096869,0,31.2276666157523,121.213444289323,7.58969863369919,0,24.8482129437206,0,0,0,0,0,0,0,20.2926974024937,0,0,0,0,0,6.83213357896569,0,0,0,0,22.5245196798596,3.41518958751838,0,0,0,0,34.0018721241429,31.8209989357666,0,14.5971949456193,0,0,10.3612389952259,12.7711547762126,0,0,0,3.10957008470427,0,18.3276436731282,0,105.574140177832,258.775086692234,0,0,61.1679075789824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9249411235758,0,5.67639871341241,13.4001354106675,0,0,7.28656087436158,0,0,0,0,0,0,0,0,36.7177272307497,5.22131772500784,8.28707529527419,28.6713035355447,0,0,0,0,0,0,119.569140517228,0,0,27.047437813057,0,0,17.9623559009839,0,8.11699414593599,29.0200900200195,0,0,0,0,0,0,0,0,8.56861564223221,0,35.28643761613,0,0,0.338182042117006,0,0,38.2303288334835,44.0239667656676,0,0,0,0,0,0,18.2206982231805,5.77942412343075,14.7800609849923,27.2504247762611,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57514481935214,0,0,0,0,4.95911551808721,0,0,48.6603336019973,0,0,0,0,0,22.1682103204115,41.4147778470626,0,0,0,51.3654983844902,0,49.5571090419045,4.54703018699705,0,0,0,0,0,0,33.7842563128774,0,0,0,17.4567390605514,37.7464210254968,59.8064923481475,25.0628702679498,0,0,35.9529267729492,7.43830634773638,0,0,0,0,0,25.2379111265168,0,12.8809602990958,0,19.6992725473254,0,0,0,0,0,2.67920219598642,27.9081338054316,49.9148733105485,33.1402662421845,0,7.12693451868761,39.6276949260291,23.5934332218537,0,26.0803739106774,0,0,0,0,15.9844588778512,0
"k141_2364179.concoct_part_0",0,0,0,5.24786155398402,8.78249765892717,0,0,0,0,0,0,0,0,0,8.41186886365075,0,0,7.35826211422972,0,0,0,29.8360959372605,0,3.2494540264819,0,0,1.56990539936594,1.02718997546648,10.09202355763,0,0,17.4630232259424,2.38764906646409,7.67502446620951,15.1233356863334,0,0,22.9767466275871,31.6330572914383,0,1.78306917846193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38871652736579,0,0,0,0,0,16.6728403335973,0,0,0,158.805385722694,19.6041480166555,0,0,15.0027396204904,0,0,8.87424897786593,0,0,0,0,0,0,5.29785817194863,0,1.52827098635362,0,0,0,48.0116686267585,0,0,0,6.84412819915593,0,6.42592146647687,0,0,0,7.40335649799278,0,0,0,0,11.2284618830404,0,0,2.75448458686085,0,0,5.99119904524983,0,0,0,0,0,0,0,0,6.14336811787976,13.4159457683431,0,0,0,4.38600752426556,12.1483911189111,0,0,0,8.01463399903368,0,0,4.63314662420216,0,0,26.538252040078,0,8.75962865691002,3.80761747738744,3.89370829573225,33.0515344966088,0,2.34125095208411,0,0,0,0,8.8066720946993,0,0,0,0,0,0,0,0,11.3117642277677,0,0,0,0,0,0,0,0,1.38097146471627,0,0,0,0,0,0,0,0,0,6.07883229494094,0,0,0,0,3.21516196442827,0,0,0,0,5.09689150161852,0,0,0,0,0,0,0,0,5.06313238838646,15.2019209070811,0,2.36124916221629,0,21.4469749323663,0,2.75318502674479,19.8617692189294,0,0,0,0,0,0,0,0,0,6.1638175138534,2.24271608110309,0.881706956153748,0,16.3141449328375,0,0,1.75960877603892,11.4674401932976,11.1023440467216,0,16.2376425877547,0,0,0,8.19296958481168,11.5839709191049,0,0,0,0,3.51000501432341,0,0,1.14734865975892,4.78058131872282,12.8254067007008,0,0,3.66246882618512,0,6.66845154787496,0,0,0,0,0,0,0,0
"k141_2740050.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40156706286703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56450375515767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_3830678.concoct_part_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894568645681314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.168954105631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_527099.concoct_part_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13276910534185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83056459685102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208941997997015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9026760790148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_1266349.concoct_part_0",0,0,0,20.3019009253829,11.8916035474973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9129306587885,1.5895167125844,8.92389667332871,0,0,8.36426569033482,0,0,0,0,0,4.58776494692043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20104584839634,0,0,0,0,16.2990802488125,0,0,0,0,0,12.2211711411601,9.69602472978967,0,0,0,0,0,0,2.90198331502554,3.65524203673505,0,0,0,0,0,0,3.09097759409676,0,22.5448498743598,0,0,0,23.6512325574514,0,14.1594111660931,0,0,0,21.1817802265606,0,5.68213687476085,0,0,0,0,0,0,0,0,8.68769567752275,0,0,0,0,0,9.27103188143905,0,2.07957205367005,0,0,0,0,0,0,0,0,0,0,0,0,5.37112237566985,0,17.464816100143,0,0,0,0,0,0,0,8.03473057420604,0,41.310523746922,5.40106093321573,0,0,6.77886488109217,4.52868700724252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74436767844609,0,0,0,0,0,0,0,0,0,0,48.9235477521106,0,0,4.16960774817983,7.37234927594492,5.91535724954837,0,0,4.29950112539186,0,0,0,0,0,3.5257062312848,0,0,3.6538956722336,0,0,0,0,3.61587436072241,0,0,0,0,0,0,0,0,0,0,0,0.341097551543921,0,1.99304131006533,0,0,0,0,0,0,0,0,0,5.01740212884045,0,3.84118305010723,0,0,0,0,0,0,0,13.8485512169794,0,0,0,0,0,0,3.75237844306718,0,0,0,12.9780325276098,0,0,0,0
"k141_158676.concoct_part_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446586475024195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67510044236736,0.185963328586378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.316655443063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17381897171722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73247500863699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61275838340422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k141_4234362.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39909447496559,0,0,0,1.71918888127964,0,0,0,1.39178758511421,1.99808206149922,0,5.06232949713057,0,0,0,0,0,1.49214496800948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5668785171168,0,0,0,0,0,0,0,0,0,0,45.2935840896367,0,0,6.27745201966352,0,0,0,2.74608620498799,0,0,0,1.33725534811537,0,3.44824951617912,0,5.11567782021672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94885178019256,0,0,0,0.367215775010375,2.24540205294661,0,0,0,0,11.6185929913632,0,0,0,0,0,0,7.75441189255121,0,0,0,0,0,6.63826980609342,0,0,3.66594104956662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4677428306048,0,0,0,0,0,0,0,0,0,1.51944925647135,0,0.847407112068813,17.8102218822515,0,1.97598954554127,0,0,0,6.91193235789085,1.95542800772156,7.32855560654693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3293960833329,0,0,0,0,0,8.00117061643739,0,0,0,0,11.361130430641,0,0,4.48629470221042,0,0,0,0,0,0
"k141_889847.concoct_part_0",0,0,0,0,0,0,9.65944241015538,0,0,0,0,0,0,0,9.8715411187989,0,0,0,0,0,0,11.6711380329845,0,14.7766017610975,0,0,6.75518704544384,31.3412696208035,6.76756868425853,0,0,11.7104571190796,22.415733120816,31.5239244594959,14.1980939076358,30.5942318746941,0,26.0939941838797,24.3614396491958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06010799078679,0,0,0,0,0,8.23831592632714,0,0,0,35.9480272852705,9.00233378544224,0,0,8.80304742375817,0,0,58.3192729914339,15.4036555064156,0,0,0,0,0,9.67115445081589,0,1.79346470172023,0,5.12464602977778,0,3.53722298002854,0,0,12.7733486965528,0,0,0,0,0,0,0,0,0,0,0,13.1768843494778,0,3.42323352236421,0,0,0,0,0,0,30.9576831154259,0,0,0,0,0,4.11965602864675,28.3391137455435,0,0,0,0,8.14653977281986,0,2.58433188762604,0,4.18016708724307,0,0,5.43711488512035,0,0,37.913595728324,0,12.7271808142059,15.6391743448211,0,12.9289375568112,10.2817043637927,0,0,0,0,0,0,0,21.2799914577765,0,0,0,0,0,0,0,25.7577084017384,0,0,0,0,0,0,6.97072894211655,6.48241993250388,0,0,0,0,0,0,0,0,0,35.6683181386098,0,0,0,0,1.43736151631905,0,12.948917445991,25.29666835481,0,0,0,0,16.3029505154965,0,0,0,4.26153280688184,0,21.3901706433255,17.8398391310455,0,5.54197136792534,0,19.3604370526399,0,22.6165264197475,21.9372132920141,0,0,0,0,0,0,0,0,0,0,5.26376822350802,9.82970167843775,0,14.1068879289334,0,0,0,53.8293257921165,0,41.9839577277128,0,0,0,0,0,5.82603565953522,0,0,5.13910907697749,0,4.11907976547391,0,0,6.46292498715543,22.4405329300643,0,0,0,0,0,11.3826861840236,0,18.8737715064035,0,0,0,0,19.2793136036132,0
"k141_3131780.concoct_part_0",0,0,0,0,0,0,0,0,0,0,0,0,40.5694078268824,0,0,0,0,9.51797408068695,0,0,0,18.3777341126555,0,15.7619856701429,0,0,8.12274347846315,0,37.2974787299485,0,0,24.7398599383113,9.26533259168654,0,23.4745946542488,0,0,24.9269678175828,126.588906359443,0,18.4513201201167,7.3248466796938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54147346278085,0,0,0,0,0,70.3747626985471,0,0,0,164.749972767833,9.92274681048813,0,0,0,36.6650535142298,0,82.6481942622772,8.48927495852868,0,0,0,0,0,5.32997438596181,0,153.204433916449,0,11.29719609577,0,114.738301505191,0,0,0,8.85293752698616,0,9.49940981994796,0,0,0,0,0,0,0,0,14.5241101104683,0,0,7.12589807114741,0,0,11.6244997133186,0,0,0,0,15.3779837883989,0,0,0,15.8929969077948,0,0,0,0,0,0,0,0,0,18.430216262065,0,0,11.9860284389433,0,0,20.8949712404427,0,5.39554929441185,7.3877779623113,0,0,0,6.05685569021157,55.1572051078069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2218770197041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33727863974002,0,0,13.9415201222366,0,13.1857442562868,0,0,61.0972869800363,0,0,0,0,0,148.012020130699,51.1259134293605,0,64.1402096687599,0,12.8039274876299,0,8.90317010901817,21.1575954758861,45.3111220469613,0,0,0,0,0,0,0,0,0,0,21.6694122440777,26.5031506153345,13.3278846389587,0,0,9.10427514676319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18728413155904,80.388389117718,0,0,0,18.9497372166407,0,12.5464702508539,0,20.8034561348857,0,0,0,0,0,0
